Category,Product Name,Location,Price,Overall Rating,Number Sold,Customer Rating,Customer Review,clean_review,Sentiment,sentiment_label,Emotion,emotion_label
Camera,Alat Pembersih Kaca D62 Glass Cleaning Brush Teleskopik Wiper Jendela - Putih,Kota Tangerang,100000,4.8,853,5,"Produk nya OK..kaca bersih, karet nya OK.. Kain pembersih nya OK jg Bersihin kaca walopun di awal sudah dipasang",produk kaca bersih karet kain bersih bersihin kaca walopun pasang,Positive,1,Happy,0
Camera,Paper Fujifilm Instax / Refill Instax Mini Twinpack Plain 2x10 Sheets,Jakarta Utara,158000,5.0,1052,5,Admin super responsif.cartridge berfungsi dengan baik.sayang bgt cuma bisa ngasih 5 bintang,admin super responsif cartridge fungsi sayang banget ngasih bintang,Positive,1,Happy,0
Camera,Paper Fujifilm Instax / Refill Instax Mini Twinpack Plain 2x10 Sheets,Jakarta Utara,158000,5.0,1052,5,mantap dapet harga yg miring. pengiriman sehari kemudian lgsg sampee! packing aman dan rapih. expired juga masih 2023. makasihhh,mantap dapet harga miring kirim hari lgsg sampee kemas aman rapih expired makasihh,Positive,1,Happy,0
Camera,Paper Fujifilm Instax / Refill Instax Mini Twinpack Plain 2x10 Sheets,Jakarta Utara,158000,5.0,1052,5,"Penjualnya cukup baik, namun untuk berikutnya tolong dibungkus dengan kardus supaya aman dan diberikan tanda bahwa paketnya dilarang ditimpah dan dijemur berlebihan mengingat isinya itu film kamera :)",jual tolong bungkus kardus aman tanda paket larang ditimpah jemur isi film kamera,Positive,1,Happy,0
Camera,Drone Kamera Drone Camera DRONES FPV Quadcopter Foldable HD 4K Altit,Jakarta Barat,295000,4.7,738,5,"Toko Alat Ukur dan Repeater memang oke nih layanannya, responsif dan cepat kirim dengan aman. Produk Drone FPV S89 lumayan untuk santai bermain camera di udara, perlu fine tuning aja untuk posisi stabil, karena bobot ringan, waspada kalo tiupan angin mulai berisik. Drone Tello gw sebelumnya lenyap kebawa angin kencang di perbukitan Sibea-bea bulan lalu. Enjoy playing this cheap drone. Thank you Boss.",toko alat ukur repeater nih layan responsif cepat kirim aman produk drone fpv lumayan santai main camera udara fine tuning posisi stabil bobot ringan waspada tiup angin berisik drone tello gw lenyap bawa angin kencang bukit sibea bea enjoy playing this cheap drone thank you boss,Positive,1,Happy,0
Camera,Drone Kamera Drone Camera DRONES FPV Quadcopter Foldable HD 4K Altit,Jakarta Barat,295000,4.7,738,5,best seller!! terima kasih untuk pengiriman cepat! semuanya bekerja! senang memesan dari Anda. Terima kasih!,best jual terima kasih kirim cepat senang mes terima kasih,Positive,1,Happy,0
Camera,Drone Kamera Drone Camera DRONES FPV Quadcopter Foldable HD 4K Altit,Jakarta Barat,295000,4.7,738,5,"Mantap, Mudah2 an Awet ya. barangnya sesuai gambar ????. packingnya aman ??. Produk sesuai deskripsi",mantap mudah an awet barang sesuai gambar packingnya aman produk sesuai deskripsi,Positive,1,Happy,0
Camera,One Set Cleaner Set Spray Ajaib Pembersih Layar Handphone Dan Laptop,Jakarta Barat,35000,4.9,452,5,"Cocok buat bersihin layar HP yang cepat kotor karena kena keringat gara-gara main game atau dipakai telepon. Cairan pembersihnya bening dan setelah disemprotkan bentuknya jadi semacam embun gitu dan engga berbau. Bentuk alatnya compact dan sekilas mirip vape, tapi mungkin ukurannya agak awkward untuk disimpan di saku (kecil engga, besar juga engga). Pengirimannya juga cepat. Overall, puas belanja barang ini di sini.",sesuai bersihin layar hp cepat kotor keringat gara gara main game pakai telepon cair bersih bening semprot bentuk embun gitu engga bau bentuk alat compact kilas vape ukur awkward simpan saku engga engga kirim cepat overall puas belanja barang,Positive,1,Happy,0
Camera,One Set Cleaner Set Spray Ajaib Pembersih Layar Handphone Dan Laptop,Jakarta Barat,35000,4.9,452,5,"barang nya sesuai deskripsi dan foto, bener2 bersih saat di coba, dpat bebas ongkir jga dan cpat smpai, terimakasih tokopedia dan seller",barang sesuai deskripsi foto bersih coba dpat bebas ongkos kirim jga cpat smpai terimakasih tokopedia jual,Positive,1,Happy,0
Camera,One Set Cleaner Set Spray Ajaib Pembersih Layar Handphone Dan Laptop,Jakarta Barat,35000,4.9,452,5,cepat sekali pengirimannya. sudah di coba produk sesuai deskripsi praktis dibawa kemana2 skrg sudh gk lagi layar hp yg kotor dan brminyak.,cepat kirim coba produk sesuai deskripsi praktis bawa mana sudh gk layar hp kotor brminyak,Positive,1,Happy,0
Camera,"Frame Foto, Bingkai Foto, Pigura Foto A4 (21x30) Murah - Hijau",Kota Bogor,12950,4.8,28810,5,Alhamdulillah untuk pengiriman yang kedua tidak pecah dan aman sampai tujuan ????,alhamdulillah kirim pecah aman tuju,Positive,1,Happy,0
Camera,"Frame Foto, Bingkai Foto, Pigura Foto A4 (21x30) Murah - Hijau",Kota Bogor,12950,4.8,28810,5,bagus pengiriman rapi cuma ga sameday ya kayanya kemarin saya minta same day... tapi suka sama sellernya sesuai ekspetasi,bagus kirim rapi sameday kaya kemarin same day suka sellernya sesuai ekspetasi,Positive,1,Happy,0
Camera,"Frame Foto, Bingkai Foto, Pigura Foto A4 (21x30) Murah - Hijau",Kota Bogor,12950,4.8,28810,5,bagus bgt seller baikbgt minta tolong kirim hari ini karena buru2 buat kado lgsg dikirim dan hasil cetak fotonya jg bagusbgt????,bagus banget jual baikbgt tolong kirim buru kado lgsg kirim hasil cetak foto bagusbgt,Positive,1,Happy,0
Camera,HOLDER PHONE STAND UNIVERSAL HOLDER HP STANDING HANDPHONE TRIPOD HOLD,Jakarta Barat,25000,4.9,2873,5,"Baguuus kuat kokoh, cuma emang gabisa sejajar lurus kalau mau foto dari atas (keliatan kaki bawahnya), harus agak dinaikin dikit hp nya, overall okee",baguus kuat kokoh gabisa sejajar lurus foto liat kaki bawah dinaikin dikit hp overall okee,Positive,1,Happy,0
Camera,HOLDER PHONE STAND UNIVERSAL HOLDER HP STANDING HANDPHONE TRIPOD HOLD,Jakarta Barat,25000,4.9,2873,5,"Kualitas bagus, pengirman cepat, dan pelayanan cukup baik. Terima kasih",kualitas bagus pengirman cepat layan terima kasih,Positive,1,Happy,0
Camera,HOLDER PHONE STAND UNIVERSAL HOLDER HP STANDING HANDPHONE TRIPOD HOLD,Jakarta Barat,25000,4.9,2873,5,"Isi lengkap, tidak ada yg patah, dapat dusnya juga, setelah dirakit berfungsi baik",isi lengkap patah dus rakit fungsi,Positive,1,Happy,0
Camera,HOLDER PHONE STAND UNIVERSAL HOLDER HP STANDING HANDPHONE TRIPOD HOLD,Jakarta Barat,25000,4.9,2873,5,"walaupun dapat saat harga flash sale, tetapi kualitas barang nya tetap bagus dan struktur nya kokoh utk smartphone pada umum nya.",harga flash sale kualitas barang bagus struktur kokoh smartphone,Positive,1,Happy,0
Camera,DJI OM 5 Athens Gray,Jakarta Utara,2449000,4.9,585,5,"Barang sudah sampai, pelayanan cepat sekali, packing aman dan barang sesuai deskripsi. Terimakasih dan sukses selalu yaa",barang layan cepat kemas aman barang sesuai deskripsi terimakasih sukses yaa,Positive,1,Happy,0
Camera,DJI OM 5 Athens Gray,Jakarta Utara,2449000,4.9,585,4,"gimbal yang sangat cocok utk Iphone dan HP flagship yang sudah memiliki stabilisasi bagus. sehingga gimbal ini hanya penambah support supaya lbh stabil. samsung note 10+ berfungsi dengan baik. dengan catatan tdk boleh menggunakan casing. jika mau menggunakan casing, maka bantalan pad nya harus dilepas, bs dilihat pada foto. fungsi zoom berfungsi dengan baik, fungsi mode video ke kamera juga berfungsi dengan baik, ganti kamera depan dg belakang juga berfungsi dengan baik. cuma jika menggunakan HP murah (seperti xiaomi note 9), gambarnya lebih goyang ketimbang pake HP flagship. stabilisasi ketika tongkat tongsis dipanjangkan tidak direkomendasikan kalau digunakan sambil berjalan, hasilnya tidak terlalu stabil. bahkan jika tongsisnya dimajukan 1CM saja hasilnya sudah ga bgt stabil.",gimbal sesuai iphone hp flagship milik stabilisasi bagus gimbal tambah support lbh stabil samsung note fungsi catat casing casing bantal pad lepas foto fungsi zoom fungsi fungsi mode video kamera fungsi ganti kamera dg fungsi hp murah xiaomi note gambar goyang ketimbang pakai hp flagship stabilisasi tongkat tongsis panjang rekomendasi jalan hasil stabil tongsisnya maju sentimeter hasil banget stabil,Positive,1,Happy,0
Camera,DJI OM 5 Athens Gray,Jakarta Utara,2449000,4.9,585,5,"Barang sudah sampai, pelayanan cepat sekali, packing aman dan barang sesuai deskripsi Terimakasih dan sukses selalu yaa",barang layan cepat kemas aman barang sesuai deskripsi terimakasih sukses yaa,Positive,1,Happy,0
Camera,RING LIGHT LED 33CM + TRIPOD PAKET KOMPLIT VLOGER MAKE UP LIVE - TRIPOD 1M,Kota Tangerang,70000,4.2,3053,5,Produk sesuai deskripsi. Semua fitur berfungsi baik. walopun packing sederhana n kreseknya jebol karna but over all barang berfungsi dengan baik thx recomended seller,produk sesuai deskripsi fitur fungsi walopun kemas sederhana kreseknya jebol but over all barang fungsi terima kasih recomended jual,Positive,1,Love,3
Camera,KNF Concept 4-In-1 Camera Lens Cleaning Pen Camera Lens Cleaning Kit,Jakarta Utara,175000,5.0,342,5,"Pengantaran tepat waktu, packaging rapih, barang juga dalam kondisi bagus.",antar packaging rapih barang kondisi bagus,Positive,1,Happy,0
Camera,TOMSIS BLUETOOTH REMOTE SHUTTER CAMERA FOR ANDROID IOS,Jakarta Barat,12900,4.8,550,5,"mantap,. sesuai,. normal bisa digunakan. semoga awet,. batrainya CR2032 langsung include",mantap sesuai normal moga awet batrainya cr include,Positive,1,Love,3
Camera,TOMSIS BLUETOOTH REMOTE SHUTTER CAMERA FOR ANDROID IOS,Jakarta Barat,12900,4.8,550,5,"Paket sudah sampai dan sesuai dengan pesanan, remote shutter nya berfungsi dengan baik dan tidak ribet kalok mau dipakai, praktis dibawa kemana�??????",paket sesuai pesan remote shutter fungsi ribet kalok pakai praktis bawa mana,Positive,1,Happy,0
Camera,TOMSIS BLUETOOTH REMOTE SHUTTER CAMERA FOR ANDROID IOS,Jakarta Barat,12900,4.8,550,5,"Terimakasih barangnya sudahsampai dan sangat bagus, berguna baget sihh ini, pengiriman juga cepat",terimakasih barang sudahsampai bagus guna baget sihh kirim cepat,Positive,1,Happy,0
Camera,MagicBox Midio Portable Mini Photo Studio Light Box,Jakarta Barat,159000,4.8,10308,5,"pengiriman cepat, pengemasan aman, mudah dipasang dan digunakan, bonus backgroundnya juga banyak. hasil fotonya cukup memuaskan bagi saya. hanya saja, saya tidak begitu yakin dengan ketahanan bahannya apabila dilakukan copot pasang berulang kali. tapi secara keseluruhan bagus dan memuaskan",kirim cepat emas aman mudah pasang bonus backgroundnya hasil foto muas tahan bahan copot pasang ulang bagus muas,Positive,1,Happy,0
Camera,MagicBox Midio Portable Mini Photo Studio Light Box,Jakarta Barat,159000,4.8,10308,5,Barang sudah sampai di rumah tidak ada kerusakan sama sekali saat pengiriman dan setelah dicoba sangat memuaskan terima kasih:),barang rumah rusa kirim coba muas terima kasih,Positive,1,Happy,0
Camera,Cleaning kit Kamera / Pembersih kamera DSLR,Kota Bekasi,25000,4.8,386,5,Saya senang produknya dipaketkan dengan rapi dan tidak ada cacat. Recommended!,senang produk paket rapi cacat recommended,Positive,1,Happy,0
Camera,Cleaning kit Kamera / Pembersih kamera DSLR,Kota Bekasi,25000,4.8,386,5,"Pengiriman cepat. Harganya murah. Kualitas oke. Masih diplastik. Ini saya foto setelah dikeluarin dari plastik pembungkusnya. Kainnya lembut dan berukuran kecil, jadi mudah dibawa ke mana-mana.",kirim cepat harga murah kualitas plastik foto dikeluarin plastik bungkus kain lembut ukur mudah bawa,Positive,1,Happy,0
Camera,silica gel natural 1kg 1000 sachets @1gram - 1 gr -+ 1000,Jakarta Pusat,35000,4.9,25119,5,"Respon dan pengiriman sangat cepat, sangat rekomen dan pasti akan belanja di toko ini lagi.",respons kirim cepat rekomendasi belanja toko,Positive,1,Love,3
Camera,silica gel natural 1kg 1000 sachets @1gram - 1 gr -+ 1001,Jakarta Pusat,35000,4.9,25119,4,Respon Seller CUKUP BAIK. Proses Pengiriman BAIK. Kurir Pengiriman CEPAT. Produk untuk stock semoga cocok pakai,respons jual proses kirim kurir kirim cepat produk stock moga sesuai pakai,Positive,1,Happy,0
Camera,SILICA GEL BLUE GRADE A ISI 100 SACHET,Kota Bogor,15000,4.8,8856,5,Senang sekali... karena sekarang untuk produk ini packingnya tidak dilakban lakban lagi. Sudah dimasukkan plastik per 5 pack.,senang produk packingnya dilakban lakban masuk plastik pack,Positive,1,Happy,0
Camera,SILICA GEL BLUE GRADE A ISI 100 SACHET,Kota Bogor,15000,4.8,8856,5,"Barang dalam kondisi prima, nyampenya juga cepet cuma sehari. Terima kasih, seller!",barang kondisi prima nyampenya cepet hari terima kasih jual,Positive,1,Happy,0
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,Jakarta Selatan,158000,4.7,5343,5,"Produk sesuai deskripsi. pemasangan mudah, kualitas gambar bagus pakai aplikasi V380 pro",produk sesuai deskripsi pasang mudah kualitas gambar bagus pakai aplikasi pro,Positive,1,Happy,0
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,Jakarta Selatan,158000,4.7,5343,4,"Sedikit ada kendala, tapi semuanya sudah normal kembali , makasih Respon toko percakapan baik'??????",kendala normal terima kasih respons toko cakap,Positive,1,Happy,0
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,Jakarta Selatan,158000,4.7,5343,4,"Barang ok, pengiriman lamaa, konfirmasi aja butuh 2 hari, packing ga banget, ga pake buble",barang kirim lamaa konfirmasi butuh kemas banget pakai buble,Positive,1,Happy,0
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,Jakarta Selatan,158000,4.7,5343,4,"Pembelian kedua, sayang kabel ga sesuai, jadi beli kabel dulu. Tapi produk masih ok, berfungsi dengan baik. Terima kasih.",beli sayang kabel sesuai beli kabel produk fungsi terima kasih,Positive,1,Happy,0
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,Jakarta Selatan,158000,4.7,5343,4,"Brg berfungsi dg baik,walau terkendala diawal cara pengoprasian.tp stlah 1 jam mncba akhirnya bisa.smoga awet.",brg fungsi dg kendala awal pengoprasian stlah jam mncba smoga awet,Positive,1,Happy,0
Camera,Isi Refill Fujifilm Instax Mini Instant Color Film isi 20,Jakarta Pusat,160000,4.9,4190,5,pesen jam 3 terus jam 5 kurang barang udah sampe karena pake gosend instant. dapet potongan gosend instant 30rb jadi cuman bayar harga refill instaxnya doang?????? thankyou kakk,sen jam jam barang sampe pakai gosend instant dapet potong gosend instant ribu cuman bayar harga refill instaxnya thankyou kakk,Positive,1,Happy,0
Camera,Isi Refill Fujifilm Instax Mini Instant Color Film isi 21,Jakarta Pusat,160000,4.9,4190,5,"Uda 2x beli di toko ini dan puas banget banget, adminnya baik banget karna butuh cepet dan selalu response. Thank you",uda beli toko puas banget banget adminnya banget butuh cepet response thank you,Positive,1,Love,3
Camera,Isi Refill Fujifilm Instax Mini Instant Color Film isi 22,Jakarta Pusat,160000,4.9,4190,4,"Ini juga sama krn pesannya barengan packing baik, tp sbnernya bs suapaya aman di bubble wrap aja sedikit mungkin ya, soalnya saya pake grab express, klo di masukin ke kantong doang kyknya kurang aman aja. Tapi produk bagus, ga ada kerusakan, respon penjual cepat",pesan bareng kemas sbnernya suapaya aman bubble wrap pakai grab express masukin kantong kyknya aman produk bagus rusa respons jual cepat,Positive,1,Happy,0
Camera,Isi Refill Fujifilm Instax Mini Instant Color Film isi 23,Jakarta Pusat,160000,4.9,4190,4,baru transfer satu jam kemudian barang nyampe.. cepat BAT !!!! ya walaupun harga go send sdikit rada mahal.. recommended seller nih gaes... makasih ya sis.. semoga makin banyak diskon :D,transfer jam barang nyampe cepat bat harga go send sdikit rada mahal recommended jual nih gaes terima kasih sis moga diskon,Positive,1,Happy,0
Camera,Background Foto Hijau Polos / GREEN SCREEN Back Ground Drop Studio Spu,Kota Tangerang Selatan,22000,4.9,6639,5,"respon cepat, gosend ke Pamulang cepat, dapat diandalkan tepat saat dibutuhkan, kualitas okeee bgt untuk harga segitu, hasil juga cukup memuaskan, thank youuu",respons cepat gosend pamulang cepat andal butuh kualitas okee banget harga segitu hasil muas thank youu,Positive,1,Happy,0
Camera,Background Foto Hijau Polos / GREEN SCREEN Back Ground Drop Studio Spu,Kota Tangerang Selatan,22000,4.9,6639,5,penjual bisa menjaga kualitas barang dan pengirimannya yang cepat. ini kali kedua pesen disini. terimakasih ya,jual jaga kualitas barang kirim cepat sen terimakasih,Positive,1,Love,3
Camera,Background Foto Hijau Polos / GREEN SCREEN Back Ground Drop Studio Spu,Kota Tangerang Selatan,22000,4.9,6639,5,"Bulan lalu beli sepaket sama standnya..jadinya sampe lama ke Kupang NTT krn buru free ongkir wkwk. Kainnya emg tipe kasar di tangan, tapi justru cocok dipake green screen krn ga gampang robek n kotor.. Pake rekam video juga ngejreng, pas lah.. kalo beli sama standnya, jangan lupa beli jepitnya juga",beli paket standnya sampe kupang ntt buru free ongkos kirim kain tipe kasar tangan sesuai pakai green screen gampang robek kotor pakai rekam video ngejreng pas beli standnya lupa beli jepit,Positive,1,Happy,0
Camera,Background Foto Hijau Polos / GREEN SCREEN Back Ground Drop Studio Spu,Kota Tangerang Selatan,22000,4.9,6639,5,"Green screen sudah nyampe, bahan cukup tebal, mirip ntah sama dengan Positiveie bag yg bagus, warna hijau cerah, oke lah buat green screen",green screen nyampe bahan tebal ntah positiveie bag bagus warna hijau cerah green screen,Positive,1,Happy,0
Camera,Waterproof Case Tishu-Casing Hp Anti Air - Indoshare Hitam,Jakarta Utara,49900,4.9,13591,5,barang yang dikirim mantapp.. bahannya tebal dan tahan air.. cocok utk di air.. seller juga fast respon.. thx u,barang kirim mantapp bahan tebal tahan air sesuai air jual cepat respons terima kasih,Positive,1,Love,3
Camera,Waterproof Case Tishu-Casing Hp Anti Air - Indoshare Hitam,Jakarta Utara,49900,4.9,13591,5,lumayan ckup bgus sesuai hrga lah ya agk tipis yg hitam tp bgus kok semoga gk rembes dpake hujan2,lumayan ckup bgus sesuai hrga agk tipis hitam bgus moga gk rembes dpake hujan,Positive,1,Happy,0
Camera,Waterproof Case Tishu-Casing Hp Anti Air - Indoshare Hitam,Jakarta Utara,49900,4.9,13591,5,"kualitas mantap walau agak kotor dan ada banyak goresan tp udah uji coba aman, kiriman cepat, ga nunggu lama, pokoknya best recomend ????",kualitas mantap kotor gores uji coba aman kirim cepat nunggu pokok best recomend,Positive,1,Love,3
Camera,TRIPOD Camera WEIFENG WT-3110A,Jakarta Timur,28500,4.7,3737,4,"Kualitas barang sesuai dengan harganya, cukup bagus, hanya dibagian saat memasang kepala untuk pegangan ponsel saja yg sedikit harus menekan kepalanya ke bagian mur-nya.",kualitas barang sesuai harga bagus bagi pasang kepala pegang ponsel tekan kepala mur,Positive,1,Happy,0
Camera,TRIPOD Camera WEIFENG WT-3110A,Jakarta Timur,28500,4.7,3737,5,"tripodnya berkualitas. Produk sesuai deskripsi. packingnya aman ??. cuma sayang,gak tau kenapa bagian tengahnya gak bisa di pasang,gak ngait di aluminiumnya malah lepas terus gak bisa nahan beban hp..paling bs di lem dlu bru di pakai..thank's tokopedia dan toko yg terkait..smga lancar usahanya..?? overall bgs..",tripod kualitas produk sesuai deskripsi packingnya aman sayang tau tengah pasang ngait aluminium lepas nahan beban hp lem dlu bru pakai thank tokopedia toko kait smga lancar usaha overall bgs,Positive,1,Happy,0
Camera,TRIPOD Camera WEIFENG WT-3110A,Jakarta Timur,28500,4.7,3737,5,"semuanya bagus, tripod.nya kokoh pengemasan aman, rapih pokoknya seneeeeeng bgt makasih Tokopedia ??",bagus tripod kokoh emas aman rapih pokok seneeng banget terima kasih tokopedia,Positive,1,Happy,0
Camera,TRIPOD Camera WEIFENG WT-3110A,Jakarta Timur,28500,4.7,3737,4,"lumayan, sebagai pengguna baru cuman bayar ongkir 6 ribu pengiriman cepet, kualitas = harga untuk HP oke asal ga ada angin kenceng, soalnya materialnya = harga nya untuk DSLR gak rekomen",lumayan guna cuman bayar ongkos kirim ribu kirim cepet kualitas harga hp angin kenceng material harga dslr rekomendasi,Negative,0,Fear,2
Camera,Battery baterai batre canon LP-E8 Li-ion 550D 600D 700D,Jakarta Pusat,75000,4.8,4226,5,sudah diterima...packingnya rapih..tebal bungkusnya double buble warping..jd aman isinya..sellernya fast respon fast delivery..Positive job mksh buat agan sellernya dan abang kurir yg ramah..,terima packingnya rapih tebal bungkus double buble warping jd aman isi sellernya cepat respons cepat delivery positive job mksh agan sellernya abang kurir ramah,Positive,1,Happy,0
Camera,Battery baterai batre canon LP-E8 Li-ion 550D 600D 700D,Jakarta Pusat,75000,4.8,4226,5,"respon admin oke, ekspedisi kurir aman, packing ergonomis dan selamat sampai tujuan. Minus tidak ada, perbandingan barang sesuai foto testi saya. Harga dan barang sesuai, dan baterai normal ya gan..",respons admin ekspedisi kurir aman kemas ergonomis selamat tuju minus banding barang sesuai foto testi harga barang sesuai baterai normal gan,Positive,1,Happy,0
Camera,Battery baterai batre canon LP-E8 Li-ion 550D 600D 700D,Jakarta Pusat,75000,4.8,4226,5,"Packing bagus, reson penjual cepat, baterai sudah dicoba berfungsi normal. Hanya saja tadi waktu buat ngerekam video sempat tiba-tiba ngedrop, auto kamera mati. Sekarang baru dicas, semoga nanti normal lagi.",kemas bagus reson jual cepat baterai coba fungsi normal ngerekam video ngedrop auto kamera mati cas moga normal,Positive,1,Happy,0
Camera,Helmet Front Mounting buat nge vlog mounting helm Xiaomi yi atau Gopro - Tanpa Pivot,Kota Bekasi,12900,4.8,1856,5,"Pengiriman cepat, packaging oke, seller ramah, recommended sih, udah berkali-kali beli di sini. Kualitas juga oke, mantapp min, tingkatkan",kirim cepat packaging jual ramah recommended kali beli kualitas mantapp min tingkat,Positive,1,Love,3
Camera,Helmet Front Mounting buat nge vlog mounting helm Xiaomi yi atau Gopro - Tanpa Pivot,Kota Bekasi,12900,4.8,1856,5,sedikit seret kalo dipadukan dengan produk original. pake sedikit kekuatan bisa masuk.. overall puas sekali dengan produk. bahan dan finishing bagus. haturnuhun,seret padu produk original pakai kuat overall puas produk bahan finishing bagus haturnuhun,Positive,1,Happy,0
Camera,Helmet Front Mounting buat nge vlog mounting helm Xiaomi yi atau Gopro - Tanpa Pivot,Kota Bekasi,12900,4.8,1856,5,"Barang sampai tepat waktu,aman dan rapih.....mantap gan.... Dapet bonus lagi..the bast pokoknya.. Kalian wajib blanja di olshop ini boz.... Makasih barangnya",barang aman rapih mantap gan dapet bonus the bast pokok wajib blanja olshop boz terima kasih barang,Positive,1,Love,3
Camera,"Costa CB-A1hp Overhead Boom Arm Braket Kamera HP Flat Lay Video,Foto",Jakarta Utara,199000,4.9,1501,5,Produk sampai dengan baik dan dikemas dengan rapi dan kedap. Sesuai deskripsi dan tanpa cacat. Harga produk yg ditawarkan wajar. Response seller juga cepat dan pengiriman juga relatif cepat. Terima kasih dan sukses selalu.,produk kemas rapi kedap sesuai deskripsi cacat harga produk tawar wajar response jual cepat kirim relatif cepat terima kasih sukses,Positive,1,Happy,0
Camera,"Costa CB-A1hp Overhead Boom Arm Braket Kamera HP Flat Lay Video,Foto",Jakarta Utara,199000,4.9,1501,5,"Kemasan Bubble Wrap rapih, tapi kardusnya sedikit penyok. Tapi Arm bracket-nya baik� saja. Langsung dipasang.Tripodnya kokoh, produk sesuai.",kemas bubble wrap rapih kardus penyok arm bracket pasang tripod kokoh produk sesuai,Positive,1,Happy,0
Camera,"Costa CB-A1hp Overhead Boom Arm Braket Kamera HP Flat Lay Video,Foto",Jakarta Utara,199000,4.9,1501,5,"Pro : harga kaget flash sale, respon seller cepat dlm proses, konstruksi hampir seluruh nya dari logam kecuali mic holder. Con : Base plate tipis, baut ball head tidak presisi jadi harus ganti/modif. Baut konektor arm uk. 3/8x16tpi, bkn 1/4 jd kurang compactible, Holder HP kurang panjang, jd kl HP berat suka jatuh jika posisi menghadap ke bawah.",pro harga kaget flash sale respons jual cepat dlm proses konstruksi logam kecuali mic holder con base plate tipis baut ball head presisi ganti modif baut konektor arm uk bkn jd compactible holder hp jd kl hp berat suka jatuh posisi hadap,Positive,1,Happy,0
Camera,Battery Baterai Batre Canon LP-E10 Li-ion 1100D 1200D,Jakarta Pusat,75000,4.8,2751,5,"Packing dan kemasan Baik dan aman, Jumlah order sesuai dan telah diterima komplit, Terima kasih semoga batere dan lainnya awet digunakan.",kemas kemas aman order sesuai terima komplit terima kasih moga batere awet,Positive,1,Happy,0
Camera,Battery Baterai Batre Canon LP-E10 Li-ion 1100D 1200D,Jakarta Pusat,75000,4.8,2751,5,udah di tes baterai compatibel ane pake DSLR 1100D,tes baterai compatibel ane pakai dslr,Positive,1,Happy,0
Camera,Powerextra Battery (2-Pack) Sony NP-FW50 and Smart Dual Charger LCD,Jakarta Utara,549000,4.9,1513,5,"mantap barang ga mengecewakan sumpah, di sony a5100 ku awet jg btrenya lebih lama daripada btre ori malah",mantap barang kecewa sumpah sony awet btrenya btre original,Positive,1,Happy,0
Camera,Powerextra Battery (2-Pack) Sony NP-FW50 and Smart Dual Charger LCD,Jakarta Utara,549000,4.9,1513,5,"Mantap! Harga dan kualitas sebanding. Lebih worth it daripada battery Ori nya btw. Padahal beda durasi battery ny cm beda belasan menit, tp harganya beda ratusan ribu. Mending pake battery Powerextra, tp beli banyak.",mantap harga kualitas banding worth it battery original ngomong ngomong beda durasi battery ny sentimeter beda bas menit harga beda ratus ribu mending pakai battery powerextra beli,Positive,1,Happy,0
Camera,Powerextra Battery (2-Pack) Sony NP-FW50 and Smart Dual Charger LCD,Jakarta Utara,549000,4.9,1513,5,"Setelah 6 hari penantian, akhirnya tiba juga. Barang udah di cek, kondisi baterai aman, charger aman, all safe. Terima kasih",nanti barang cek kondisi baterai aman charger aman all safe terima kasih,Positive,1,Happy,0
Camera,"2 in 1 Portable Mini Folding Tripod for DSLR,GoPro,Xiaomi Yi",Jakarta Barat,14995,4.5,1717,5,"plastiknya cukup tebal, desainnya keliatan cukup kokoh. Langsung dipakai utk zoom. hape stabil. mudah2an awet.",plastik tebal desain liat kokoh pakai zoom hape stabil mudah an awet,Positive,1,Happy,0
Camera,"2 in 1 Portable Mini Folding Tripod for DSLR,GoPro,Xiaomi Yi",Jakarta Barat,14995,4.5,1717,5,"sesuai dengan harga dan yg paling penting pelayanan cepat bagi saya yg dropshiper sangat terbantu, terima kasih ka",sesuai harga layan cepat dropshiper bantu terima kasih ka,Positive,1,Happy,0
Camera,"green screen bahan kain spunbond - Orange, 75 gram",Jakarta Selatan,8900,4.9,6983,5,"kainnya tebel, murah dan manfaat utk menutup latar belakang ketika zoom meeting. pengiriman juga cepat. makasih",kain tebel murah manfaat tutup latar zoom meeting kirim cepat terima kasih,Positive,1,Happy,0
Camera,"green screen bahan kain spunbond - Orange, 75 gram",Jakarta Selatan,8900,4.9,6983,5,"Luarbiasaaa.. udh 2x beli di toko ini.. Penjualnya ngerti kebutuhan sy butuh Urgent, hari Minggu tetap dihandle pdhl hrsnya libur dan pake Sameday tp nyampenya ekspress dari JakSel - Bekasi... Puji Tuhan !!! Thanks so much Seller dan Kurir Sameday, Gbu ????????????",luarbiasaa beli toko jual ngerti butuh sy butuh urgent minggu dihandle pdhl hrsnya libur pakai sameday nyampenya ekspress jaksel bekas puji tuhan terima kasih so much jual kurir sameday gbu,Positive,1,Love,3
